stemmed,label
update lokasi supirnya lama tau sudah mana lokasi yg jemput mau cancel nanti kasihan supirnya tolong baik jgn lelet,netral
tolong utk chat driver lbh real time lg jgn lot,netral
biaya layan makin mahala apalgi sen gofood plus biaya ongkir makin mahal,netral
kenapa ada gopay later go pinjam,netral
drivernya mssi banyak yg gamau ambil order,netral
ramah,netral
smoga depan nya lebih baik lagi,positif
ada apk lebih mudah mana muda beli makan,netral
very good,netral
solusi yg mager bisa gojekin aja mulai pergi sampe urus perut pun ada,netral
walaupun ongkirnya mahal tapi klo kasih voucher suka nanggung terpercayaa bgttt,positif
skrng tambah jelek gabisa ganti toko trs sering eror,negatif
goodjob,netral
biaya edit gak ngotak terlalu mahal cuma putar doang bisa nya naek smpe rb gak msuk akal,netral
pelit banget kasih promo dah ah hapusss,netral
bagus,positif
sen satu dapet nya dia orang duit bayar lagi gak jelas,netral
mantap,positif
mantap,positif
ok,netral
mantap,positif
sekarang aplikasi sulit,netral
aplikasi sangat luar biasa aman milik fiturfitur canggih buat buat bagai customer rasa puas,positif
senang,netral
mantapp,positif
trimksh,netral
good,netral
mudah dalam jalan mudah antar barang,netral
gopaypinjam telah pindah findaya sangat aneh tolak terus padahal bayar lancar aja tiap aju tulis ops ada salah mulu mohon bantu dong min,positif
terimakasih sudah merespon komenan,positif
mantapppp,positif
gofood nya sekarang buat dapet drivernya lama banget menit cuma buat dapetin driver doang bom makan keburu laper,netral
bagus,positif
okay,netral
sangat bantu buat yg punya kenderaan,positif
bagus cepat,positif
kinerjabgopay sekarang buruk pasal bila transfer lalu gopay rekening bank bri tengah malam sering masih dalam proses mohon aplikasi agar diupdate kembali agar jadi hal rupa kemudi hari terima kasih,netral
very good,netral
mantull,netral
makin tibet,netral
sangat bantu sekali kepada masyarakat yg butuh transportasi dadak,positif
sy langanan lama cukup puas apa lg kl ada promo krn mana sy pakai gojek,positif
utk para customer atau langgan setia gojek utk pesan gofood jangan pakai mode hemat kasihan drivernya sdh nunggu lama resto bayar ongkirnya terlalu murah belum kena parkir utk mode hemat ongkirnya yg untung customer atau langgan sama aplikatornya yg banyak rugi mitra drivernya,netral
mantaaabsangat bantu,positif
bagus,positif
mantap,positif
kenapa akun bisa login terus terus loading terus,netral
bisa login sama sekali padahal udah uninstal ulang kali tapi tetap bisa,netral
tolong aplikasi gopay serius dalam lapor kamu beli kouta kartu xl kouta nya gak masuk tapi saldo sedot,netral
bismillah mulai tinggal driver karna it gojek kaya iblis terlalu milih milih driver mudah mudah jabodetabek demo biar mampus lu it monyet,netral
puas,positif
mantap,positif
tingaktan lagi pelayananya kpd driver,netral
sangat muas langgan,netral
kasi banget sekarang driver hemat nyata ongkos rb rupiah ampun gmn buat makan keluarga tegabanget usaha goto,netral
good,netral
sangat puas aplikasi diskon nya juga gede,positif
sangat baik,positif
jozzzzz tenan,netral
gopay ngawurrr tiap mau bayar pasti gabisa alas internet masalah padahal pakai ewallet lain lancar lancar aja suka malu kalau lagi ngantri bayar lama bug gopay pernah dibenerin,positif
gojek eror bisa buka tb tb,netral
apk goodd tapi ada bagi menu yg sedia padahal cek apk lain menu nya sedia sering pesan bebek seafod sabi tapi sedia begitu liat aplikasi yg lain menu bebek sedia kecewa sih depan agar baik,netral
kemanamana mudah,netral
bagus,positif
bagus,positif
mang eak,netral
track antar bisa akses telah tekan tombol kembali akibat driver dapat komunikasi driver paksa mengcancel order,netral
salam support,netral
ok,netral
mantap mudah,positif
tolong baik masalah bayar otomatis nya jaring bayar bisa erti,positif
bagus,positif
ok,netral
good,netral
sangat puas sangat bantu,positif
friendly service,netral
terimakasih gojek sangat puas pelayannanya,positif
banyakin promo promo lagi yaaa,netral
mantap,positif
tepat waktu,netral
knp sering error salah pinpdahal pin nya prnh ganti,negatif
suka eror kembali dana gara gara eror lama proses nya mohon tingkat,positif
kren,netral
ramah baik baik semangat buat kalian cari nafkah moga selalu lindung oleh allah mana pun mereka ada,positif
go food bayar tunai ndak ada voucher lagi,netral
tolong akun segera aktifin dong,netral
ok ok ok,netral
good banysk promo mantap,positif
bintang wakil,netral
tiap habis magrib knp selalu eror salah sih bintang aja,netral
apl sngat mmbntu,netral
gojek aneh gimana coba mau batalin pesan gofud cari driver susah sudah beli mknan lain eh tiba satu jam baru dapet driver kan kesel,netral
gojek mah emang bagus sesal deh kalau kalian download,positif
kenapa gojek naik tarif suka,positif
good,netral
gojek bisa driver tuju telah tuju selesai lanjut tuju ok sekarang gojek makin keren sudah penuh ingin atas banyak voucher beri makin sukses gojek,netral
tks gojek,netral
alam barang tinggal saat naik go car mau ngadu call center malah nomor gak aktif,netral
alhamdulilah amanah,netral
sejak ada ojol segala butuh dapat penuh mudahyang g punya mobil bisa naik mobil mewah kapan mana tuju,netral
langgan setia gojek,netral
siiippp,netral
good semua mudah,netral
asalamualaikum akun pas mau upgrade gopay plus tolak trus padahal ektp sudah daftar disdukcapil trus pas poto ektp sma bagus tapi tetap tolak bagay mana solusi nya,positif
sudah bagus kembali tapi masih banyak bug,positif
turut apk adil sy pernah belanja lalu goshope belanja gak sampai rb tapi semua driver bilang cukup uang nya minta batalin aja pesan nya akir nya sampai x sllu begitu sekarang account sy malah yg kena banet,netral
banyakkin potong diskon dn promonya lg biar neng dn betah order gojek mslh bintang gampang nti tak tambahin lgi klu diskon bnyk,netral
mau top up lewat indomaret gak bisa padahal waktu bisa,positif
trimakasih ka pesan udah sampe rumah,netral
ok,netral
hihi,netral
lebih gampang,netral
sudah isi saldo atm mandiri tapi saldo nya gak masuk sudah kali kirim email gojektapi ada respon kenapa cuma masalah sepele ribetnya minta ampun masalah cuma isi aja udah selesai masalahkenapa harus nunggu lama percuma usaha besar punya karyawan tapi masalah kecil tak bisa selesai,netral
ongkir makin kesini makin ngotak,netral
hi team gojek tolong bantu kendala sy saat sy mes gocar tunjuk mobil driver jalan dri tempat awal driver titik tujuaan sy sehingga buat sedikit penantiaan sy menjadu mimbang karnanya tolong dbantu agar bugnya baik karan efek tumpang bisa cancel pihak karna tunjuk driver tdk jalan tuju titik pick up tolong dbantu agar tdk ada yg cancel karna salah bug padahal driver sudah jalan tuju titik lokasi jemput,positif
mksih bantu skali,positif
cukup bantu lebih efisien,positif
nice,netral
ok,netral
jauh rasa manfaat fiturfitur aplikasi gojek mungkin bisa tambah fitur lain upa mode malam salam hangat tim developer,netral
kenapa sekarang alamat gak tepat alamat pegang hpnya,netral
mantap,positif
aku sering gofood lama dapet driver nya jam bru sampe tuh mknan,netral
kasih vouchernya jangan gopay aja bayar tunai juga kasih voucher dong,netral
gak paham lg skarang order makan ganti driver bisa sampe x banyak banget biaya itunyaa hadeehh,netral
aplikasi gojek betul sangat bantu mau pergi mudah simpel,positif
sangat bantu sekali,positif
aplikasi cukup bantu,positif
moga lebih bnyk lg promonya,netral
good,netral
sippp,netral
good,netral
good,netral
tepat waktu ramah sopan,netral
jarang ada promo,netral
sangat manfaat bantu selalu kreatif buat inovasi baru,positif
best online apps for all our necessities,netral
ok sih,netral
sangat bantu sya banget terima kasih,positif
mantappu desu,positif
mulai lelet gojek sekarang,negatif
good,netral
ad wz s,netral
banyak promonya,netral
mantap,positif
gojek sekarang parah harus update terus,negatif
mantaaaaapppppp,netral
error lagi bayar my telkomsel via gopay,negatif
oke,netral
metode top up gopay m banking bni sudah ubah via e wallet krn up grade aplikasi m banking sesuai tunjuk top up aplikasi gojek masih via beli,positif
mahal,netral
terimakasih gojek sudah tani kuliah sampe kerja,positif
ok punya,netral
ok,netral
kadang nemu driver mau harga lebih aplikasi jika pakai bayar tunai,netral
sangat bagus,positif
alhamdulillah bisa gabung keluarga gojek walau hanya bagai costumer moga sehatberkah aamiin,netral
tolong saat butuh kemanamana,netral
good,netral
siip,netral
muas,netral
antar sampai kamar coy,netral
mantap cepat datang,positif
banyak promo promo tarik dalam,netral
kapan balik lagi gopaylater cicil percuma iklan tapi malah bisa,netral
okeh,netral
tolong dong ongkir gofoodnya sesuai lagi masak jauh deket ongkirnya sama aja harga pesan ongkirnya sesuai,netral
layan cepat drivernya ramah good jobs,positif
jos,netral
sentro cty gang macan banyak yg nitik gps tuyul tolong tindak lanjut,netral
nge bug yah kata ada promo pas klik malah promo angus iya beneran promonya ilang list nyoba promo lain eh angus jg tapi kocak promo yg awal klik tadi kan ilang nyata balik lagi dong loop teroos pula kocak,netral
parah tiap mau transfer bank bc gak bisa skrang malah ada notif gak bisa tranfer bank lagi baik sistem aneh barusan transfer pke bca aman aman saja tpi sini malah bisa,netral
good,netral
sangat senang,netral
saygoodbye datang indrive maxim,netral
promo y seperti dulu donkbuat ajar kan lumayan yg gak punya motormksih gojek moga tetap baik,positif
mantap,positif
niceee,netral
okeehhh,netral
sering muncul notofilasi jaring tifak ada apalagi saat mau ganti pin gopay mohon baik,positif
oke,netral
meski ada notifikasi banyak tapi muas,netral
susah batal pesanannyulitin orang sekaligus driver,netral
ntapp,netral
moga makin banyak promo nya,netral
tingkat terus promo tarik langgan setia gojek,netral
rapi drivernya kurang helm kadang kotor,netral
mantap,positif
ok,netral
yes yes,netral
lebih baik lebih simple,positif
mantabs pis nih aplikasi banyak promonya,netral
kenapa bisa split bill,netral
luar biasa,netral
poko bintang lima,netral
belakang dapat driver sangat lama bisa tunggu sampai menit utama dalam mes gofood tolong perhati lagi,netral
semenjak ada go food pick up gak jelas tadi mau order go food biasa keliru dikit malah langsung klik go food pick up,netral
oke banget,netral
keren,netral
dasar aplikasi makin hari makin busuk najis najis gak kualitas banget,netral
mantapp,positif
map kadang suka sesuai,positif
ok deh,netral
apa kah gopay bisa tarik tunai alfamart alfa midi tolong jawab,netral
cepat akurat mesan,positif
doskon gofood pilih resto sangat batas minimum belanja terlalu tinggi,netral
keren min bismillah ratus,netral
kenapa gojek bisa mes lokasi tuju yg dishare lewat whatsapp sudah pakai aplikasi versi baru sulit bila ingin pesan gojek tuju yg dishare lalu whatsapp aplikasi online lain bisa hanya gojek yg bisa,netral
topbiaya admin jd kaya makin kaya,positif
mantap,positif
bantu banget,positif
sangat bantu,positif
recommended cepat baik layan,positif
good aplikasi,netral
suka banget pakai apk,positif
sekarang jarang promo go ride gocar nya,netral
aplikasi sangat bantu jalan mes makan,positif
kerenn mudah mau kmn kmn tinggal klik deh,netral
baik,positif
sangat bantu,positif
mantap,positif
dapat batu cari kendara sangat mudah sekaligus batu cari makan kuliner,netral
ikan promo,netral
ok,netral
aq turunin bintangnyasetelah baru susah masuk aplikasi begitu dah masuk trus sen go food tiba aplikasi eror alhasil pesan batalpadahal dah nunggu lama,netral
gila gojek biaya layan sekarang udah,netral
smakin lama smakin mahal sengsara driver trllu bnyak potong,netral
mudah,netral
kecewa aplikasi paylater ku blokir kecuali gak bayar baru blokir bayar lambat pun ada denda tetap denda nya bayar juga gak tinggal kabur sudah mulai susa gojek sekarang jangan kan buat untung langgan mensejaterahkan para driver lapang aja sudah susa biasa nya kalau sudah banyak atur pasti pimpin nya sudah ganti gak seperti dulu gojek sekarang,negatif
baru baca baca klik qris malah potong rb suee bener apakah bisa kembali,netral
bantu sekali ada gojek,positif
sangat bantu,positif
tolong saat darurat,netral
sangat puas pake gojek aman cepat,positif
parahskrg bayar my telkomsel pake gopay eror mulutolong dong tingkat pelayananmyatks,negatif
senang,netral
bagus bngtt,positif
sy kasih bintang aja dulu y belum sering pake gojek nya,netral
tau sendiri,netral
lebih keren driver nya,netral
drivernya sering telat,netral
akun tarik tunai tpi keluar kode transaksi kmarin smpe skrng msih dlm proses transaksi gmn,netral
driver ojol ramah ramah bae,netral
yah begitu,netral
gojek juga ada aplikasi bagus sekali,positif
ok,netral
sering sering banyakin promo nya,netral
terus layan masyarakat tulus yaa,netral
promonya makin sering aja goride,netral
mau mes,netral
ngisi gopay hari jumat belum masuk masuk lumayan ribu,netral
buat aku minggu x bolak balik kos kampus sering banget make go ride minta tolong seleksi lagiii pihak gojekk buat kendaraaann nya ngerasa rugiiinn banget kendara turut aku udah engga layak ber operasi mana udah keburu trs jalan ada aja mtor nya malah suruh turun sen ulang biaya juga nambah,netral
aplikasi sudah hari bisa buka sudah instal ulang masih tdk bisa buka sudah kirim email gojek gak ada respon sama sekali,netral
bagus,positif
mantap,positif
enak mantap bantu,positif
veryy good,netral
jauh aplikasi bagus banyakin lagi promonya hehe,positif
top,positif
sangat bantu,positif
tolong titik lokasi map nya baik krn driver suka kesasar klo jemput padahal alamat yg buat sdh lengkap,positif
bnyak kurang tapi lbh bnyak lebih maju trs gojek,netral
bagus selalu tahan,positif
baru mulai masuk aplikasi,netral
tepat waktu,netral
ok,netral
gojek the best pokok,netral
tak pernah dapat vocer gofood malah goride terus,netral
banyak disconmantap,positif
kalau bisa input alamat lebih baikkarena gara sy diomelin sama deiver,positif
butu banget,netral
sangat bantu kirim,positif
aplikasi sangat dukung mudah pergi,netral
abis update gabisa bayar my telkomsel skrg,netral
app recomend ok,netral
buruk,negatif
drivernya udah mulai konyol banyak yg pake fake gps,netral
promo nya banyakin bang jek,netral
bisa kirim gambar buat patok sekarang,netral
baik antar tepat waktu insa allah selalu membrikan uang sedikit lebih harga banrol nota selamat juang nafkah keluarga driper ojek semua berkah rezki nya lancar segala urus,positif
tepat waktunyaman,netral
ongkir dah mahal nda ketulungan eh dapat driver cerewet krn mau lama antri toko jangan cuma mikir fee tapi pikir service yg kasih konsumen kalian jual jasa waktu mau pesan gofood toko abu kami pesan via go shop tembak harga capcay goreng rban waktu blg belikan aja gpp krn sy kenal sm yg punya toko langsung dicancel pesan,netral
lumayan lha bagus aplikasi bantu orang,positif
mayan,netral
neng pakai apl gojek cuma sekarang mahal kaya dulu lg,netral
mudah pergi oke,netral
jlek dahh kga ada bagusy,positif
baik terimakasih tetap semangat gbu,positif
nice,netral
kalo sistem sudah benar order bagi rata akun digacorin bintang tambah,netral
